timestamp,open,high,low,close,volume
2025-08-14 13:19:49.424822,29962.718450330533,30802.578953849516,29791.321863733545,30016.163064779972,996579.248554293
2025-08-14 13:20:49.424822,29948.286343632175,30203.854822991165,29546.442292745895,29983.888715888188,1567344.423356
2025-08-14 13:21:49.424822,29964.75474066633,30279.782153413395,29884.138683920562,29972.312976492725,1391328.4748810204
2025-08-14 13:22:49.424822,29920.07800234475,30229.5238758128,29592.191886580313,29967.584301436404,976581.4650793934
2025-08-14 13:23:49.424822,29968.876195081084,30006.64246765849,29949.842826631197,29951.06746966374,925302.2215034447
2025-08-14 13:24:49.424822,30004.53349753702,30205.398110124574,29717.85613011459,29974.418407969217,922284.4515509312
2025-08-14 13:25:49.424822,29953.30184606437,30818.7900924111,29641.74660417223,29995.255663914777,1234425.185856059
2025-08-14 13:26:49.424822,30012.03606232927,30197.872612552932,29456.549641483503,30005.500304003384,1107225.3048554298
2025-08-14 13:27:49.424822,29994.896185428854,30079.695837285588,29473.98297021741,30028.86617145763,1689654.8441831926
2025-08-14 13:28:49.424822,30010.53931907819,30213.034724405297,29846.17227724844,30028.419792062756,1345727.720159171
2025-08-14 13:29:49.424822,30038.170699165657,30146.063552889886,29806.019914862838,30035.575178422132,1413581.8073054124
2025-08-14 13:30:49.424822,30045.154840191397,30358.919689489605,29806.627436003437,30054.445312683474,1246561.8716775423
2025-08-14 13:31:49.424822,29997.588558839674,30118.816792930633,29837.49163129952,30017.442066503074,777712.7418237576
2025-08-14 13:32:49.424822,30031.9136903026,30057.214348393645,29649.177967076583,30029.360554769057,1415869.5483938442
2025-08-14 13:33:49.424822,30018.969576553438,30135.178426004757,29930.48379820799,30038.42696811673,1035467.8105359344
2025-08-14 13:34:49.424822,30055.921982881755,30084.77586829992,29893.160730752752,30065.36360736467,1245090.492552783
2025-08-14 13:35:49.424822,30090.94827490535,30495.044969412804,29993.28188745877,30070.459223243197,976438.5842250009
2025-08-14 13:36:49.424822,30087.901082687218,30165.224678979084,30052.838521595,30065.294610670964,903215.8435789566
2025-08-14 13:37:49.424822,30104.974885044976,30723.38013589321,29948.960978064,30072.67777972683,682155.9011427427
2025-08-14 13:38:49.424822,30043.80410454359,30505.044881341077,30038.981855501992,30090.300658973203,1190532.1507764882
2025-08-14 13:39:49.424822,30028.252637222333,30318.40607076148,29882.7243229608,30085.730762795552,1042708.9542010744
2025-08-14 13:40:49.424822,30074.234726931845,30191.568535535203,30066.611341228272,30094.840654295753,227073.90871156196
2025-08-14 13:41:49.424822,30086.37497387477,30176.72875792508,29979.24289263323,30101.171052923255,983729.4167828485
2025-08-14 13:42:49.424822,30104.624914946,30189.847244165358,29799.06080767281,30073.879077845995,1024553.0245373021
2025-08-14 13:43:49.424822,30065.362068881153,30341.683014311195,29494.26743281222,30063.809779419007,636664.542185821
2025-08-14 13:44:49.424822,30091.70111504375,30127.295590829523,29930.741119906103,30052.637029008692,1182225.0383196045
2025-08-14 13:45:49.424822,30083.585027842193,30267.259814323395,29828.86399218436,30078.90022977217,667480.3792699995
2025-08-14 13:46:49.424822,30056.026812055556,30408.782208985685,29663.7066798112,30078.818804553797,1019985.2275487325
2025-08-14 13:47:49.424822,30114.23488527606,30337.85243142046,29839.610375021082,30091.750756148405,831436.8769976808
2025-08-14 13:48:49.424822,30112.136563385215,30150.17016409919,29962.40272107075,30103.83257382075,1599986.4498526386
2025-08-14 13:49:49.424822,30150.950300402426,30305.332788550826,30032.17404215577,30087.771991465564,852653.341507352
2025-08-14 13:50:49.424822,30035.48572431384,30301.283890765164,29470.162245673666,30066.13507907458,1823227.0490475956
2025-08-14 13:51:49.424822,30038.262889341364,30230.70008256188,29986.079739362467,30065.767788454054,971237.2146297572
2025-08-14 13:52:49.424822,30050.588135400783,30199.761738737736,29365.928218761444,30040.599665406553,407999.2543255412
2025-08-14 13:53:49.424822,29982.70046793044,30097.50028093885,29566.05326666572,30040.032622414306,1234379.8401754277
2025-08-14 13:54:49.424822,30087.53267315697,30264.87127607277,29979.43839439372,30038.027866344553,774592.7872841293
2025-08-14 13:55:49.424822,30025.3945041672,30205.018144474376,29743.90507371224,30030.159950218265,685291.6407427299
2025-08-14 13:56:49.424822,30041.557609009524,30236.157967376566,29574.9618754001,30034.4656971421,819519.3746957862
2025-08-14 13:57:49.424822,30043.014780605554,30312.127829395882,29906.901446340984,30041.227300728562,826877.0769925651
2025-08-14 13:58:49.424822,30065.889152099462,30095.113565775016,29580.388912981016,30007.83575055534,779902.3918418022
2025-08-14 13:59:49.424822,30063.567803846337,30335.542628899053,29527.205579101155,30020.289394601008,945364.1088297005
2025-08-14 14:00:49.424822,30034.332676373397,30318.74021945926,29762.98495785453,30034.9861634102,1179874.4655244863
2025-08-14 14:01:49.424822,30039.86228936677,30142.42601514661,30000.27707159905,30022.43589485303,1013962.5188688833
2025-08-14 14:02:49.424822,29963.090811072703,30197.65187652498,29859.08817052443,29999.55012379878,700317.9553600339
2025-08-14 14:03:49.424822,29984.281201948677,30249.391612198546,29867.928968668715,29986.550989236443,1160377.4689962263
2025-08-14 14:04:49.424822,29951.286235910873,30095.38948467936,29930.134590250047,29969.745854016917,1173144.5398892618
2025-08-14 14:05:49.424822,29994.97162328547,30323.280394960017,29429.759886052652,29973.56142449751,1151230.6000414179
2025-08-14 14:06:49.424822,29982.96104774544,30352.49912390924,29892.5740693118,29961.697831847574,1342812.830684741
2025-08-14 14:07:49.424822,29960.650357496324,30028.494268465696,29910.395536699656,29968.06326632664,1023048.1312125414
2025-08-14 14:08:49.424822,29937.691773081937,30057.360753755376,29472.382676742494,29957.649454093662,781022.5358675288
2025-08-14 14:09:49.424822,29985.409508600347,30561.732906495767,29900.323400876376,29960.507458957753,827050.2604052244
2025-08-14 14:10:49.424822,29973.192893279633,30147.274638524592,29771.62606089691,29956.511017851208,1286860.6706958613
2025-08-14 14:11:49.424822,29960.969444159407,30263.362665956683,29557.40506213401,29973.686217148876,599408.228745941
2025-08-14 14:12:49.424822,29998.5428290523,30318.733045916713,29669.138031955943,29956.251767568494,910294.6055221588
2025-08-14 14:13:49.424822,29989.33335514738,30223.510901126694,29709.863907196017,29944.158790882597,1428303.648949751
2025-08-14 14:14:49.424822,29953.43900722044,30353.4788351482,29806.66887635065,29959.98044634521,1117601.847575084
2025-08-14 14:15:49.424822,29957.61676107544,30199.122110995268,29753.254220634968,29935.451471279153,1364851.7443867496
2025-08-14 14:16:49.424822,29954.49514276411,30333.635238454917,29406.643823831277,29958.37496466091,1448964.2483834068
2025-08-14 14:17:49.424822,29918.589221905975,30363.161761097905,29805.278099178,29960.51236653699,525245.508991271
2025-08-14 14:18:49.424822,29912.98320543093,30226.087125363527,29532.258224429366,29945.181948842,1645479.9751302677
2025-08-14 14:19:49.424822,29958.79380455481,29979.33017180496,29594.21447345233,29958.044321627887,1125152.7664083764
2025-08-14 14:20:49.424822,29943.115999030237,30066.762272952004,29388.321310334628,29943.73667940823,576957.3001649994
2025-08-14 14:21:49.424822,29989.837861798358,30048.510946912942,29716.25378805104,29917.53483850667,681881.0782695469
2025-08-14 14:22:49.424822,29936.507087476435,29992.33953934347,29808.26381667355,29915.515296661506,785274.7162585268
2025-08-14 14:23:49.424822,29935.734535560594,30110.339824456074,29815.617068937503,29901.460999839313,1129392.3625215013
2025-08-14 14:24:49.424822,29887.404263755463,30126.992810594584,29497.50885540328,29917.56961258403,865459.8451739983
2025-08-14 14:25:49.424822,29908.74548458524,30155.253008513333,29802.030012645613,29922.965950472924,1460009.8478447744
2025-08-14 14:26:49.424822,29918.96558966453,30051.16347927408,29536.85617895822,29907.846966122943,765341.0578683894
2025-08-14 14:27:49.424822,29944.749338120426,30704.31360779588,29736.747142735796,29918.45793269645,1015270.7068937224
2025-08-14 14:28:49.424822,29965.269851711208,30326.25218228487,29799.396226999612,29931.764554291152,1334534.3909979244
2025-08-14 14:29:49.424822,29894.68589481526,30124.496241110926,29681.44428441839,29932.356742865166,711719.215895314
2025-08-14 14:30:49.424822,29997.46074009283,30112.933502323594,29483.634664279016,29947.378996109826,564065.3495811523
2025-08-14 14:31:49.424822,29950.802734758203,30388.819212155777,29495.59219868529,29937.013799679593,1169659.339471619
2025-08-14 14:32:49.424822,29961.82441129532,30578.165676549812,29604.405134954093,29934.681304633898,728023.4138170804
2025-08-14 14:33:49.424822,29993.571480859584,30247.264098344185,29782.81387243086,29948.4132166875,909862.4855223305
2025-08-14 14:34:49.424822,29993.752438445368,30208.53261877679,29834.593028880518,29986.852217254444,1109276.1572446479
2025-08-14 14:35:49.424822,30035.96032855055,30124.456349528795,29812.451010541554,29990.347541757295,1267239.9711870665
2025-08-14 14:36:49.424822,30014.579629989625,30484.388392346635,29818.101746908895,29987.518163603505,975164.594352221
2025-08-14 14:37:49.424822,29948.636599297126,30114.595678669484,29869.372029755625,29989.159029158207,1299117.185339992
2025-08-14 14:38:49.424822,29939.46707633035,30359.423406775168,29708.806215131743,29959.688231237098,1395599.6687489091
2025-08-14 14:39:49.424822,29972.736133531558,30388.13349801063,29442.691917874883,29962.732696182356,1359555.0088845433
2025-08-14 14:40:49.424822,29986.701710498022,30282.171753026465,29503.913126209343,29967.411453500732,618717.1073645825
2025-08-14 14:41:49.424822,29971.27245256511,30146.980092156547,29645.525623713176,29973.429334827306,1536685.9415164378
2025-08-14 14:42:49.424822,29967.222776048875,30416.380447634805,29698.85231425968,29977.329001264414,1321635.4613431322
2025-08-14 14:43:49.424822,29959.434957689497,30030.29388028387,29871.419218664134,29998.3034601493,824366.9025279884
